index,height,upper_leg
52721,165.6,36.1
52722,167.7,40
52723,180.1,45.4
52724,137.9,30.7
52725,156.2,32
52726,150.5,30.2
52727,173.7,43.6
52728,159,34.2
52729,162.1,39.4
52730,172.6,36.9
52731,163.6,34
52734,152.7,38.2
52736,147.8,33.3
52737,161.7,36.1
52738,157.9,36.2
52739,169.9,39.5
52740,181.5,43.9
52741,171.4,36.6
52742,180.3,42.6
52743,156.6,37
52744,139.4,30.7
52745,150.4,30.3
52746,177.5,40
52747,167.9,35.5
52748,143.8,31.2
52749,185.1,39.5
52750,164.4,43.6
52751,164.9,41.5
52752,170.2,41.9
52754,170.9,42.7
52756,166,39.1
52757,154.6,34.6
52758,139.7,32.8
52759,157.7,35.8
52761,177.8,37.2
52762,160.6,37.5
52763,179.8,43.8
52764,171.7,36.3
52765,160.6,34.1
52766,171.4,39.4
52767,142.1,33
52769,157.6,36.5
52771,165.8,40.8
52772,161.2,39.3
52773,162.6,38.2
52774,151.6,32.5
52775,159.6,35.9
52776,142.5,32
52777,159.7,38.7
52778,156.9,30.2
52779,139.1,33.2
52780,172.8,44.6
52782,165.2,38.1
52784,139.4,30.5
52786,164.5,34.1
52788,135.8,30.5
52789,181.4,43
52794,159.9,33.6
52795,164.2,38
52796,159.7,36.7
52800,180.5,43.2
52801,160.8,37
52803,165.4,39
52804,167.6,37.4
52805,178.6,48.9
52806,153.8,37.9
52807,172.4,39
52808,168.8,35
52810,168.7,39.3
52811,158.8,37.5
52813,174.2,41.8
52814,162.7,31.4
52815,184.2,41.7
52816,178.5,42
52818,169.9,43
52819,149.4,31.7
52820,167.1,39.2
52822,170.4,38.6
52823,167.3,40.8
52825,168.9,37.7
52826,142,32.4
52827,159.3,30.3
52829,167.5,39.5
52830,146.4,36.8
52832,163.2,40
52833,177.5,44.1
52834,193.3,47.1
52835,166.2,35.7
52836,183.6,43.7
52837,163.4,37
52838,170,38.7
52839,166.5,34.8
52841,151.7,34.7
52842,143.3,29.2
52843,171.6,38.7
52844,166.4,37.8
52845,165.6,37
52846,166.8,34.4
52847,155.5,37
52848,169.7,42
52849,164.8,37
52850,145.1,30.5
52852,168.8,34.3
52853,152.1,32.1
52855,172,40.2
52856,156.5,32.9
52857,172,41.5
52858,157.2,36.5
52861,154.6,35.8
52862,162.1,37
52864,172.6,43.2
52865,178.2,40
52866,164.3,39.9
52868,159.9,37.5
52870,157.6,39.2
52872,167.6,38.1
52873,123.9,28
52874,161.1,37
52877,155.5,38
52878,157.9,34.7
52879,135.1,28.1
52881,166.2,36.1
52882,179.1,38
52883,172.3,37.6
52884,158.8,35.8
52885,141.6,35
52886,159.2,32.7
52888,189.2,43.6
52893,177,39.4
52894,159.1,35
52895,163.4,37.1
52896,169.9,38.8
52897,144.5,34
52898,177.1,41.2
52899,185,44.4
52903,178.4,40
52907,177.3,39
52908,154.8,33.5
52909,173.8,39
52912,176.1,37.1
52913,137.3,34.1
52914,139.8,36.1
52915,167.7,38.9
52917,165,37.1
52918,167.3,39.6
52919,160,33.5
52922,162.6,38.2
52923,152.1,36
52924,159.4,36
52927,171.4,41.8
52928,155.1,36.6
52930,173.1,40.2
52931,174.6,42
52932,163.7,38.5
52933,153.6,35
52935,155.1,34.1
52936,154,35.2
52938,162.5,38.9
52941,171,39
52942,181.2,39
52944,142.6,31.8
52946,158.4,37.5
52947,134.8,32.4
52949,164.4,33.9
52950,154,34
52951,153.6,37
52952,167.9,40
52953,187.3,47.5
52956,180.1,44.5
52957,157,38.5
52959,171.1,40.2
52960,174.3,41.5
52961,161.6,34
52962,179.3,42.1
52963,120.1,28.1
52964,148,32.5
52965,159.7,35.5
52968,163.6,34.9
52971,167.1,37.3
52975,176.1,43
52976,165.5,40.3
52977,161.3,34.7
52978,133.8,29.5
52979,171.7,41.8
52980,180,40
52982,169.9,42.3
52983,133.6,32
52984,162.7,38.4
52986,170.6,41.5
52987,136.4,32.1
52988,158.7,36.5
52989,164.3,37
52990,146.6,36.5
52991,159.6,37.1
52992,168.7,42
52993,136.6,32.5
52995,176.3,41.7
52996,183.3,43.5
52997,165.5,42.5
52999,168.1,38.8
53000,164.3,36.8
53003,160.4,35.2
53004,172.1,41.7
53005,177.3,42
53006,164.9,36.1
53007,169.8,38.2
53009,161.5,35
53010,194.9,47.7
53011,171.2,39.7
53012,169.2,39.7
53015,140.8,31.6
53017,151.8,35.5
53018,173.6,39.7
53019,161.2,35.6
53020,171.5,42
53021,176.3,47.6
53022,166.5,39.1
53025,181.5,42
53027,156.2,29.5
53028,162,36.5
53029,164.6,37.7
53030,155.8,35.1
53031,160.9,37.3
53032,156.6,38.5
53033,142.5,34.4
53035,170.9,38.5
53036,157.3,40.9
53038,175.1,42.6
53039,168.1,42.3
53040,181.4,43.5
53041,157,34.6
53042,155.2,33.3
53043,163.7,32.4
53044,164.9,35.3
53046,157.2,37.1
53047,169.2,45.2
53049,172.1,37.6
53051,159.2,39.6
53054,171.7,39.4
53055,169.4,32
53058,176.7,39
53059,130.2,32.8
53061,142.6,33.7
53062,155.4,36.6
53063,151.6,33.8
53065,157.5,33.4
53066,159.8,39.1
53067,141,31
53068,152.1,35.5
53069,153.4,35.3
53070,163.2,41.1
53072,163.4,40.6
53075,157.3,34.7
53079,168.5,42
53084,156.6,35.7
53085,178.9,35.8
53086,165.9,40.6
53087,175.5,44.5
53088,143.9,31.7
53089,179.4,43
53091,132,29.8
53092,164.4,40.9
53093,161.6,34
53094,174.1,41.3
53095,156.4,36.8
53096,154.7,33.6
53097,139.5,31
53098,152.3,28.2
53100,158.7,30.9
53102,173.1,39.4
53103,191.6,46.8
53104,160.2,33.7
53106,172.8,40.4
53108,174.1,40
53109,155.6,36.1
53110,158.6,35
53112,161.6,36.2
53115,170.2,40
53116,172.2,41.2
53117,169.4,38.3
53118,184.1,41.6
53121,181.6,44.8
53122,137.4,31.2
53124,174.7,44
53125,156.1,29.4
53127,188.4,44.7
53128,186.4,50
53129,150,34.1
53130,181.9,43
53131,183.9,46.3
53132,158.3,38.2
53133,179.5,43
53135,173.1,41.2
53137,161.5,39.7
53139,161.6,39.7
53140,138.3,32
53141,164,38.5
53142,164.6,38.1
53143,176.7,43
53144,163.2,42.5
53145,173.9,42.8
53146,169.8,40
53150,163.6,41
53151,175.2,41.8
53152,135.2,31.8
53154,184.6,37.3
53155,162.1,35.8
53159,166.6,38.6
53160,166.5,35.8
53161,161.1,36.2
53163,162.8,40
53165,162.4,41
53166,163.2,40.3
53167,153,35
53169,177,38.6
53170,147.2,34.9
53171,160.5,33.1
53172,173.9,42.7
53173,157.3,35.1
53174,147.1,33
53175,156.6,33.8
53176,156.2,33.3
53177,186.4,42.8
53178,157.6,35.2
53179,154.6,35.7
53180,153.6,26.4
53181,164.2,38.6
53182,165.3,34.8
53184,160.9,38.8
53186,178,40.5
53188,147,30
53189,146.4,28.4
53190,157.8,35.6
53191,184.4,42.8
53192,152,36.4
53193,142.4,31.2
53195,163.5,42
53197,167.6,38
53198,158.8,36.5
53199,169.3,39.4
53201,156.1,28.1
53202,171.5,40
53205,179.9,42
53206,158,35
53207,144.9,31.6
53209,145.2,34.1
53210,165.8,37.7
53211,167.2,33.2
53215,164.5,35.7
53216,161.2,38.6
53217,166.8,40
53219,172.2,38.3
53220,158.6,35
53221,173.5,42.7
53222,152.2,31.2
53223,152.4,31.9
53224,136,32
53225,163,36.8
53226,164.3,36.6
53227,168.2,34.8
53228,165.1,38.8
53229,174,39.5
53231,154.8,36.1
53234,152.4,35.7
53235,131.5,30.3
53236,177.3,44.7
53237,174,40.4
53239,163.1,41.1
53241,179.3,40
53242,174.6,37.4
53243,163.4,36.4
53244,149,36.7
53245,130.8,28.2
53247,160,36.4
53249,154.9,34.7
53250,159.7,38.2
53251,173.9,40.4
53253,166.6,36.3
53254,173.5,37.5
53256,143.1,33.7
53258,188.9,48.2
53259,168.3,35
53260,189.5,44.2
53261,173,37.3
53262,161.3,40.9
53264,166.3,42.7
53265,169.3,44.8
53266,166.7,35
53267,159.4,37.8
53268,150.8,32.5
53269,176.7,39.2
53270,169.3,42.6
53272,154.3,30.8
53273,185.8,39.4
53274,160.7,42.6
53276,168.6,31.7
53278,146.9,29.6
53279,166.1,37.8
53282,174.3,38.7
53286,161.4,33.2
53287,161.9,39.6
53288,151.4,35
53289,163.9,34
53290,164.9,38.9
53291,168.4,37.6
53293,167.6,39.1
53294,160.2,33.8
53295,167.5,41.6
53296,159.9,35.4
53298,126.5,28.3
53299,160.6,38.6
53300,151.4,35.2
53301,178.6,45
53302,178.7,39.9
53303,147.7,40.9
53304,168.9,39
53305,182.7,43.5
53306,170.8,37
53308,153.1,37
53309,165.2,36.3
53310,169.7,41.6
53312,160.5,38.2
53316,157.3,30.7
53317,162.6,34
53318,170.6,39.4
53319,170.4,40.5
53320,141,34.4
53321,143.2,31
53322,168.6,36.7
53323,169.5,41.3
53324,154.1,35.7
53325,181,43.8
53326,160.2,37.4
53327,165,39.6
53328,173.5,44.3
53329,165,39.1
53330,176.8,39.3
53333,157.2,36.8
53334,160.1,34
53335,141.5,31.7
53336,158.9,38.4
53338,155.2,37.3
53341,178.5,40.6
53342,180.2,42.3
53343,155.5,37.9
53344,140.7,30.5
53345,157.4,35.3
53346,174.6,40.8
53347,130.9,29.8
53348,142.5,32.8
53349,137.8,33
53350,159.7,37.6
53351,180.6,43
53352,176.2,39
53353,177.6,42
53354,176.4,44.5
53355,159.1,38
53356,162,39.5
53357,158.7,33.9
53358,151.7,29.7
53359,172.2,38.2
53360,169,38.5
53361,151.4,33.5
53362,184.3,36.3
53363,158.6,36.2
53365,161.2,37.1
53366,180.8,43
53368,169.7,40.5
53369,168,40.6
53371,177.2,41.4
53372,186,44.7
53374,161.1,35.6
53375,146.6,32.4
53377,159.6,38.8
53379,178.8,39
53381,169.5,37.3
53382,166.6,37.2
53383,160.8,35.6
53384,140.3,31.1
53385,173.2,37.7
53386,179.9,45
53388,166.8,34
53389,170.7,41
53391,156.1,36.4
53392,153.6,39
53393,168.2,39
53394,160,38.6
53395,161.7,40.8
53396,179.2,42.3
53397,156.2,40.6
53401,173.9,38.5
53402,169.1,36.2
53404,180.6,43.4
53406,160.5,34.7
53407,173.3,39.9
53408,170.7,36.8
53409,151.1,36.2
53411,162.8,29.6
53412,158.5,37.8
53413,161.3,35.8
53415,163.8,37.2
53416,155.7,36
53417,180.7,39
53418,170.5,37
53419,159.8,37.3
53420,163.1,35.6
53422,155,36.3
53425,169.8,38.2
53426,161.1,40.4
53427,176.1,39.7
53428,168.2,37
53430,176.4,41
53431,176.6,42.5
53434,177.5,40.6
53435,175.1,43
53436,164.6,39
53437,156.7,37
53438,165.4,34.6
53439,175.6,41.1
53440,132.7,29.3
53441,152.1,35
53443,166.8,34.6
53444,148.7,30.6
53445,172.9,40
53446,174.5,43.2
53447,175.6,38.4
53450,195.7,49.5
53453,151.6,33.5
53454,167.7,41.2
53455,152.9,35.2
53456,169.9,39.8
53457,159.5,35
53458,166.5,43.2
53459,146.8,31.5
53460,166.6,37
53461,153.1,32.3
53464,146.8,34
53465,157.3,38
53466,183.4,42
53468,156.6,37.1
53469,138.5,29.8
53470,148.9,33.2
53471,147.1,32.2
53472,165.6,37.4
53473,165.2,36.2
53474,161.1,34.8
53476,180.1,43.2
53477,177.9,42.3
53478,156.1,34.7
53479,160.1,39.5
53480,161,39
53481,178.9,44.6
53483,141.6,31.5
53484,169.8,43.5
53485,156.7,40.2
53486,177.4,39.5
53489,177.6,43.8
53492,153.1,34.2
53493,174.4,44.7
53494,166.5,39.1
53495,185.1,46.1
53496,171.2,37.6
53497,159.6,40.9
53500,168.9,40.8
53501,177,43.2
53502,146.1,30.5
53503,186.2,45
53504,180.6,45.7
53505,182.2,39.7
53506,180.4,44
53507,168.1,44.2
53508,166.4,34.8
53509,128.8,30.5
53511,158.4,40.5
53512,154.6,34.7
53514,167.8,40
53515,182.5,42.4
53516,160.7,43.6
53517,149.3,36.9
53518,176.9,39.2
53519,138.5,31.4
53521,165.5,40.2
53522,160.9,40.5
53523,175.8,42.1
53524,156.2,34
53525,136.5,29.8
53526,170.6,41.1
53527,142.8,36
53528,169.6,38.2
53529,160.7,38.5
53530,168.5,37
53531,148.8,33
53532,176.8,42
53533,169.5,42.5
53534,177.1,40
53535,168.7,40
53536,177.8,41.4
53537,160.1,37.2
53538,161,39.9
53540,182.8,40.4
53542,175,43.4
53543,169.3,42.2
53544,168.8,40
53545,178.8,43.8
53546,162,37.8
53547,158.1,34.7
53548,153,35.5
53550,176.8,40.1
53551,157.3,34.6
53552,162.1,37.5
53553,161.8,39.4
53554,147.9,33.3
53555,179.8,38.7
53557,168.3,37.5
53558,186.7,40.6
53559,164.3,38.1
53562,161.4,37.6
53563,166.1,42.7
53564,151.4,37.5
53565,153.4,34.4
53567,157,37
53569,179.6,37
53570,125.2,28.1
53571,157.3,32.8
53572,179.5,38
53573,156.6,35.5
53575,180.3,39.4
53577,179,43.5
53578,160.5,38.4
53580,185.9,41.2
53581,170.9,39.7
53582,159.7,36.5
53583,178.2,42.2
53585,166.4,36.3
53586,180.3,37.7
53588,167.5,38.5
53589,182.8,45.2
53592,155.3,35.3
53593,128.5,28
53594,166.5,41.1
53595,177.5,42
53596,163.7,38.2
53597,163.8,35.8
53598,152.7,28.6
53600,158.2,36.3
53601,162.9,38.6
53602,176.5,39.5
53604,168,37.2
53605,162.6,32.4
53606,167.3,40.1
53607,174.6,36.7
53608,163.5,38.3
53609,154.7,32.5
53610,158,36.6
53611,166.1,34.5
53613,139.8,30.5
53614,172.1,45
53616,191.8,46.2
53617,158.3,36
53618,195.5,48.8
53620,167.1,35.5
53621,163.8,36.7
53622,182.3,43
53623,130.4,31.8
53624,136.3,28.7
53625,178.3,40
53626,166.1,39
53630,168.1,38.4
53631,158.2,37.1
53632,168.3,36.5
53633,160.9,37
53637,157.2,33.9
53639,162.1,34.6
53640,178.8,40.9
53641,155.6,36.4
53643,188.9,44.6
53645,168.3,37.1
53646,173.6,45
53647,181.4,40.5
53648,157.5,36.5
53649,137,29.4
53650,158.4,38
53652,153.6,34.6
53653,162.2,33.4
53654,153.2,34.2
53656,169.4,36
53657,180.2,45.2
53659,167.4,37.3
53661,168.7,42.9
53662,175.4,44.2
53663,160.1,39.2
53664,152.7,30.2
53667,161.7,38.8
53668,133.4,31
53669,170.1,41.3
53670,157.3,35.2
53671,130.6,31.6
53672,175.2,42.8
53673,153.5,35
53674,164.5,45
53675,169.4,39.1
53676,199.2,45.8
53677,166.8,42
53678,199.3,48.2
53679,160.9,42.5
53680,172.1,36.8
53681,154.5,27.2
53682,159.4,40.2
53683,172.1,41.2
53684,181.4,41.6
53685,140.9,30.1
53686,152.5,34.5
53688,151.5,33.8
53689,182.7,47.5
53690,157.3,37
53691,170.3,41.5
53695,164.3,35
53696,158.6,37
53697,158.5,33.1
53698,165,38
53699,169.4,41
53700,164.3,41
53701,161.1,31.7
53702,177.2,43.7
53703,150.4,32.5
53704,160.1,36.5
53705,182.7,43.1
53706,174.6,39.1
53709,176.3,44
53710,130.2,29.5
53713,125.9,27
53714,177.6,36.5
53715,160.5,33.8
53716,160.4,34.5
53718,156.1,38.4
53719,166.3,41.9
53720,186.2,44
53723,153.6,35.6
53724,160.7,31.2
53725,165.8,38
53727,165.7,38
53728,161,38
53730,159.7,34
53732,179.1,35
53735,166.6,36.7
53736,138.3,31.5
53740,166.5,41.5
53741,166.4,39
53742,179.1,38.4
53743,183.7,44.5
53744,143.7,31.1
53745,173.8,42
53746,171.3,36.4
53748,166.7,39.8
53750,152.2,35.1
53753,182.4,42.6
53754,146.6,34.7
53755,192.1,43.5
53756,172.2,38.7
53762,161,35.4
53763,170.8,40.4
53764,163.5,41.5
53765,165.6,40.1
53768,172.1,41.2
53769,149,34
53770,168.8,36.5
53772,162.6,35.6
53774,167.4,40
53775,158.7,34.3
53776,155.5,34.5
53777,189.9,43.6
53779,157.9,34.6
53780,161.3,40.4
53781,160,38.2
53782,177,36.5
53785,170.4,35.6
53789,137.2,28
53790,191.1,45.3
53791,162.3,34.6
53793,158.7,36.4
53794,175.7,41.4
53795,125.4,30.9
53796,148.9,35.2
53797,149.9,33.1
53799,143.6,32.5
53800,160.9,36.3
53801,163.3,39.4
53802,177.3,40.5
53803,163.7,38.1
53805,147.4,35
53806,149.3,33.6
53807,160.4,34.8
53808,167.1,38.6
53811,168.4,39
53812,171.5,38.7
53813,154.8,37
53814,159.1,37.8
53815,155.9,36.2
53817,172.1,42.4
53818,172.2,40.2
53821,169.6,36.2
53822,159.8,38.8
53823,180.9,44.7
53824,148.7,31.3
53825,148.2,36.5
53826,157.8,33
53827,170.3,44
53828,162.3,40.6
53829,159.8,37.3
53831,176.7,46
53832,164.9,39.9
53833,168.3,40.4
53835,156.9,30.2
53836,159.3,35.4
53837,171.8,38.6
53838,151.2,35
53840,166.2,40
53841,162.3,37.2
53842,161,32.6
53844,189.1,47
53845,153.7,34.4
53846,172.6,38.5
53847,168.1,37.6
53848,161.8,39.5
53849,165.2,37.1
53850,174.2,39.8
53851,167.5,42
53852,158.8,37.3
53853,167.8,38.5
53855,142.9,34.2
53856,185.1,44.3
53862,182.7,45.5
53865,139.6,30.5
53868,161.6,37.3
53869,167.1,39.3
53870,162.8,38.5
53871,160.3,38.6
53872,184.9,46.5
53873,167.2,37.5
53874,171.3,37.1
53875,162.7,39.6
53876,172.6,38.4
53877,152,33.3
53879,184.1,36
53880,145.2,35.2
53881,176.4,44.3
53882,175.9,39.3
53883,162.8,39
53884,156.7,31.2
53886,179.8,40.7
53887,162.5,36.3
53888,173.6,41.8
53889,170.2,36.8
53890,167.8,39.7
53891,161.3,36.6
53892,177.8,41.1
53893,122.7,29.9
53894,175,40.8
53895,177.6,42.3
53896,181.3,50.6
53898,166.6,37.4
53899,166.2,40.7
53900,155.3,39
53901,158.8,37
53903,158.7,41.5
53906,178.8,37.3
53908,169.1,36
53910,168,39.7
53911,178.5,41.1
53912,176.6,41.8
53913,161.2,35.5
53914,183.3,41.3
53915,164.7,38.4
53916,144,32.7
53918,167.4,39.6
53919,177.2,40
53920,163.5,36.2
53924,172.9,41.2
53925,162.8,40.1
53927,153.9,38.6
53929,186.2,47
53931,168.2,39.4
53932,175.4,43.1
53933,163.3,35.8
53935,173.2,40.9
53936,162.1,37
53937,168.3,42.3
53938,123.4,28.4
53940,162.9,38
53941,143.1,31.8
53942,165.7,37.6
53945,156.4,35.4
53946,177.8,39.4
53948,166.4,39.5
53949,161.7,33.5
53950,161.1,41.5
53951,152.8,35.8
53952,151,36.5
53953,157.5,38.2
53954,179.8,40.1
53955,155,40.2
53956,178.7,40.4
53957,169.1,36
53958,164.7,37.2
53961,171.2,42
53963,162.7,38.5
53964,131.3,30.1
53965,175.7,41.3
53966,128.7,30
53968,171.1,42
53970,164.9,43
53971,170.9,36.5
53972,149,35.7
53973,162.8,37.3
53974,181.3,40.7
53975,165.8,38.9
53976,158.6,36.8
53978,167.8,39.7
53979,173.1,41.2
53980,180.7,43.8
53981,179.7,43.1
53983,170.6,40.1
53984,134.9,29
53987,160.2,37.7
53988,136.9,29.6
53989,179.8,43.5
53990,179.2,39
53991,157.2,37.5
53992,166.9,38.7
53993,157.4,37.8
53994,171.7,38.2
53995,163.2,36
53996,176.9,42.7
53998,166.5,39.1
53999,164.1,36.8
54000,164.9,36.9
54001,162.2,40
54002,155.4,33.8
54003,156,32.5
54004,171,38.8
54006,170.1,40.5
54007,175.1,44.2
54008,175,43.2
54010,170,40
54011,157.5,35
54012,163.2,38
54017,153.5,35.5
54018,156,36.8
54019,149.5,32.9
54020,164.1,36.9
54021,168.5,36.4
54022,165.2,38.4
54023,172.4,39
54024,175.3,41
54025,162.4,36.5
54026,126.5,28
54027,166.3,40.1
54028,166.3,41.7
54029,132.5,30
54032,181.3,40.3
54033,180.1,42.1
54034,166.5,44
54035,167.9,37.3
54036,157.5,37.1
54037,169.5,38.2
54038,172.9,38.1
54041,176.5,42.9
54042,172.1,41.4
54043,166,37.1
54046,164.7,41.2
54047,167.6,36.8
54048,166.9,34.8
54050,158,34.8
54051,164.4,42.9
54052,181.6,44.8
54053,130.3,29
54054,167.5,40
54055,167.7,39.1
54057,169.6,38.2
54058,163.4,44.2
54059,124.8,28.4
54060,165.3,41.5
54062,157.4,32.5
54063,168.6,38.2
54064,150.7,30.2
54066,164.5,38.3
54067,165,39.7
54069,180.1,46.2
54070,163.5,33.3
54073,153.5,35.2
54075,155.2,38
54076,154.4,38
54077,161.5,35.8
54078,165.6,36.4
54080,175.4,39.1
54081,176.2,43.3
54082,160.9,39.6
54084,131.8,28.7
54085,184.7,43.4
54086,170.1,40.6
54088,174.8,39
54090,170.2,41.2
54091,162.1,37.5
54092,157.9,37.5
54093,145.8,29.1
54094,148.2,32.1
54095,166.5,40
54096,159.9,40.1
54097,175.6,42
54098,139.7,30.5
54100,143.8,34
54101,162.4,39.1
54104,183.2,40.8
54106,177.2,39.7
54108,161.7,41.1
54109,182.8,42
54110,152.2,30.3
54112,160.8,37.8
54113,155.6,32.9
54114,170.7,39.7
54117,171.5,37.6
54119,162.3,38.3
54123,168.9,39
54124,165.5,37.1
54125,173.9,40.6
54127,154.3,33.3
54130,159.3,38.8
54131,165.8,39.8
54132,164.6,37.5
54133,168,34.2
54135,165,37.8
54136,171,45.4
54137,179.9,43.9
54138,170,41
54139,164.3,34.2
54141,161.2,40.2
54142,164.5,37.4
54143,147.9,28.8
54144,142.4,33.5
54145,149.4,30.7
54146,164.8,34.7
54147,174.7,41.1
54148,181.4,41.1
54149,192.3,45.1
54150,149.7,38.8
54151,164.5,37.8
54153,156.8,33
54154,166.1,34.1
54157,174.4,41.5
54159,180.4,40.5
54160,160.4,27
54161,179,42.5
54162,179.2,40.3
54163,133.9,32.4
54164,164,42
54166,164.4,36.4
54168,174.9,39.5
54170,160.7,36.4
54171,169.7,40.6
54172,184.6,44.8
54173,181.5,39.1
54175,171.7,38
54176,175.2,41.2
54177,146.2,32.4
54178,136.7,31.8
54182,166.2,37
54183,163.4,38
54185,172.4,39
54186,160.5,37.8
54189,154.4,33
54191,181.1,44
54192,183.7,44.1
54193,158.6,38.5
54194,187.6,43.2
54196,179.3,39.4
54197,141.3,30.1
54199,151.7,35.5
54200,178.6,41.6
54201,171.4,41
54202,140.8,33.4
54203,124.9,27
54205,183.9,43.8
54206,170.9,40.6
54207,171.9,32
54208,172.9,37.5
54209,149.6,30.7
54210,161.4,41.5
54211,173.1,41.5
54213,175.9,43
54215,165.9,36.2
54216,163,30
54217,132.7,29.4
54218,135.8,31.2
54220,160.1,39.7
54221,177.2,41.2
54222,162.4,39.2
54223,180.8,37
54224,172.4,40.1
54225,178.2,42.1
54226,176.4,40.4
54227,165.2,36
54228,168.1,41
54231,149.1,34.7
54232,156.8,34.4
54234,168.3,39.6
54235,145.8,37
54236,153,32
54237,156.5,37.1
54238,157.5,37.5
54239,176.6,43.2
54240,157.2,34.4
54241,157.8,34.5
54242,154.2,33
54245,171.3,40
54246,158.2,36
54248,168.4,37.8
54250,157.3,37.5
54251,162.6,37.1
54253,169.3,37.4
54254,185.7,46.6
54255,165.3,37.3
54256,164.3,39.6
54257,160,40.3
54258,169.2,38.5
54259,174.4,37.2
54260,166.9,38.7
54262,154.3,33.9
54263,179,43.2
54265,165.3,34.7
54267,155.9,34.3
54268,159.2,38.3
54269,167.8,40.9
54270,162.6,33.3
54271,152.6,36.7
54273,181.4,39.7
54274,166.4,44
54277,172.7,41.2
54278,164.2,34.8
54279,174.5,36.2
54280,175.9,44.9
54284,171.1,40.5
54286,159.6,36.5
54287,161.4,39
54288,151.8,32.6
54290,163.1,40.3
54291,178.7,37.8
54292,161.1,37
54295,174.4,38.8
54297,185,45.1
54298,167.2,39
54299,169.4,41.5
54300,179.5,46
54301,160.5,44
54302,181.6,46.5
54303,178.1,39.5
54304,164.2,35.8
54305,151.6,34.3
54306,177.2,39
54307,166.9,38.7
54308,185.4,40.8
54309,157.3,35.5
54310,176.5,42
54312,150.9,32.4
54317,184.6,42.8
54318,163,37.9
54319,177.1,37
54324,187.8,41.5
54325,142.6,24
54326,157.7,37
54330,156.6,37.2
54332,156.7,33
54333,181,45
54334,165.5,36.4
54335,157.5,35.2
54336,173.3,42.6
54337,166.1,35.7
54338,159.6,37.4
54339,166.7,39.3
54340,155.5,37
54341,169.6,38.2
54343,169.2,39.3
54344,154.3,34.2
54345,176.5,45.7
54346,147,29.5
54347,135.6,35.8
54348,159.4,33.3
54349,178.5,42.3
54351,161,37.3
54354,168.9,30.7
54355,168.9,37.3
54356,169.9,41.6
54357,152,33
54358,158.8,38.6
54359,156,36
54361,186.7,36
54362,134.6,27.1
54363,153.5,35
54364,174.5,41.3
54366,151.2,32
54367,169.1,36.2
54368,179.7,42.1
54369,163.9,38
54370,178.7,36.7
54371,166.6,37.6
54372,154.1,35.3
54375,183.7,40.4
54376,158.7,38.5
54378,162.9,37.2
54379,165.9,40.9
54381,166.5,37
54382,148.2,34.2
54383,164.2,36.8
54386,159,36
54388,172.2,41
54390,175.3,44.5
54391,167.3,40
54392,177.4,41
54395,180.9,40.5
54396,182.1,40
54397,177.2,40
54398,156.6,33.2
54399,163.4,35.8
54400,156.4,36.5
54401,171.1,35.6
54402,142.3,34.8
54403,176.7,46.6
54404,126.3,27.4
54406,167.6,40.5
54407,178.6,44.7
54408,150.2,35.9
54409,173.8,42
54410,138.6,31.8
54413,175.1,37.9
54415,171.2,42
54416,164.9,36.5
54417,182.8,43
54418,164.5,37.8
54419,178.9,40.9
54420,139.4,34.3
54421,148.8,32.8
54422,157.1,33.7
54423,140.4,27
54424,165.4,36.8
54426,147.4,32.7
54428,171.9,41.5
54429,177.2,41.5
54430,181.8,42
54431,155.7,37.7
54433,162.9,34
54434,134.6,33.6
54435,167.7,40.5
54438,146.6,34
54439,170.3,41
54440,163.1,36.4
54441,155.8,40
54442,183.8,44.2
54443,166.6,38.5
54444,165.1,41
54445,146.4,35.5
54446,181.9,46.3
54448,156.7,39.2
54449,167.6,39.8
54450,148.7,26.5
54451,148.4,33.7
54454,148.9,36.1
54457,136.3,29
54458,159,35.2
54459,169.8,39
54460,186.7,48.7
54463,158.3,34.4
54464,152.9,31.4
54465,152.7,36.6
54466,154.6,36.5
54467,148.5,33
54468,170.2,41.2
54469,154.5,41.8
54470,189.6,38.3
54471,168,41.9
54472,159,37.8
54473,170,40.3
54474,171.8,40.6
54475,162.1,35
54476,165.4,36.8
54478,176.4,40.3
54479,156.2,36
54480,167,39.9
54481,155.5,36.1
54482,169.2,37.4
54483,149.7,32
54484,172.8,39.9
54485,158.5,35.7
54486,178.2,42
54487,173.3,42.1
54489,157.4,36.2
54491,186.8,32.6
54492,179.1,39.7
54493,150.2,30.4
54496,161.3,39.2
54497,161.1,36.5
54498,154.3,39.8
54501,130.5,32
54502,174.9,43
54503,179,40.7
54504,177.7,45.1
54509,166.3,39.4
54510,164.7,41
54511,164.8,35.7
54515,138.2,33.6
54517,168.7,44
54518,164.6,37.5
54519,176.4,41.8
54520,177.4,44.6
54521,160.1,41.5
54523,148.2,34
54524,159.4,39
54526,157.4,37
54527,175,42.4
54528,160.5,37.5
54529,130.4,31.2
54530,152.7,34.5
54532,163.6,36.4
54533,172.6,38
54534,160.2,37.5
54536,139.9,32.1
54538,177,44.1
54539,164.6,34
54540,173.9,40.4
54542,172.9,41.3
54543,170.5,39.3
54544,178.8,41.6
54545,168.6,41.2
54546,187,48
54547,147.4,38
54548,153.8,35.2
54550,169.4,40.6
54551,176.5,35.8
54553,182,41
54554,177.5,44
54555,177.4,41
54556,157,33.3
54557,158,34.5
54558,148.5,32.5
54559,123.2,29.8
54560,162.3,33.6
54562,145.4,33.9
